Schedule,Total Return,CAGR,Annual Vol,Sharpe,Max Drawdown,Calmar,Avg Turnover/Trade Date,Num Trade Dates,Avg BUY NOW Count,Avg WAIT Count,Avg DO NOT BUY,Avg SGOV Weight,run_name,start_date,end_date,top_k,allocation_mode,execution_mode,benchmark_hurdle,hold_band,transaction_cost_bps
Quarterly,0.1745097699170288,0.2131971088012141,0.1768948823097057,1.1755231839260525,-0.1104832413979839,1.9296782580195413,0.2622396943619,42,1.108695652173913,2.9565217391304346,0.5,0.5478260869565217,start_2025-06-01__topk_5__alloc_momentum_proportional__exec_overlay,2025-06-01,2026-04-03,5,momentum_proportional,overlay,spy,,0
Quarterly,0.1733630621104569,0.2117741202216387,0.3067190260494528,0.7779080142487587,-0.2079293150839292,1.0184909238803468,0.0892484618178266,42,0.8043478260869565,2.4347826086956523,0.4130434782608695,0.317391304347826,start_2025-06-01__topk_4__alloc_score_proportional__exec_pure_topk,2025-06-01,2026-04-03,4,score_proportional,pure_topk,spy,,0
Quarterly,0.1731744982488643,0.2115401517522535,0.1746517303375032,1.1805816558766062,-0.1092461854326616,1.9363619051270669,0.2643746475095294,42,1.108695652173913,2.9565217391304346,0.5,0.5478260869565217,start_2025-06-01__topk_5__alloc_equal__exec_overlay,2025-06-01,2026-04-03,5,equal,overlay,spy,,0
Quarterly,0.1726311750983935,0.210866043282158,0.1743863035311004,1.1789399247398689,-0.1092461854326611,1.9301913604309315,0.2643308657382433,42,1.108695652173913,2.9565217391304346,0.5,0.5586956521739129,start_2025-06-01__topk_5__alloc_score_proportional__exec_overlay,2025-06-01,2026-04-03,5,score_proportional,overlay,spy,,0
Monthly,0.1642369402459282,0.2004592118527011,0.1507006244922448,1.28141490688127,-0.0984558680381229,2.0360311258957333,0.2778985001815858,43,1.553191489361702,3.382978723404255,0.5531914893617021,0.5407801418439716,start_2025-06-01__topk_6__alloc_equal__exec_overlay,2025-06-01,2026-04-03,6,equal,overlay,spy,,0
Quarterly,0.1574313600946855,0.1920330148971309,0.1672130247016853,1.128840091985969,-0.1053762215489789,1.8223562400923048,0.2822816411663879,42,1.4130434782608696,3.4782608695652173,0.5869565217391305,0.537737004304691,start_2025-06-01__topk_6__alloc_score_proportional__exec_overlay,2025-06-01,2026-04-03,6,score_proportional,overlay,spy,,0
Quarterly,0.1568921126116034,0.1913657820470886,0.2458511327392511,0.8323872376242613,-0.1668424604717234,1.146984895248062,0.0680684940807907,42,0.5,1.9565217391304348,0.2826086956521739,0.4826086956521737,start_2025-06-01__topk_3__alloc_score_proportional__exec_pure_topk,2025-06-01,2026-04-03,3,score_proportional,pure_topk,spy,,0
Quarterly,0.156873723702714,0.1913430298066416,0.2465120615426233,0.8307346275407299,-0.1668424604717234,1.1468485256429706,0.059549402464905,42,0.5,1.9565217391304348,0.2826086956521739,0.452173913043478,start_2025-06-01__topk_3__alloc_equal__exec_pure_topk,2025-06-01,2026-04-03,3,equal,pure_topk,spy,,0
Quarterly,0.156873723702714,0.1913430298066416,0.2465120615426233,0.8307346275407299,-0.1668424604717234,1.1468485256429706,0.059549402464905,42,0.5,1.9565217391304348,0.2826086956521739,0.452173913043478,start_2025-06-01__topk_3__alloc_momentum_proportional__exec_pure_topk,2025-06-01,2026-04-03,3,momentum_proportional,pure_topk,spy,,0
Quarterly,0.1558123110672269,0.1900298880453839,0.1549332255014479,1.1945911862668848,-0.098455868038123,1.930102205505949,0.2669999970298248,42,1.4130434782608696,3.4782608695652173,0.5869565217391305,0.5634057971014492,start_2025-06-01__topk_6__alloc_equal__exec_overlay,2025-06-01,2026-04-03,6,equal,overlay,spy,,0
Quarterly,0.1534639307928569,0.1871254195674176,0.120411262245993,1.4768378695395634,-0.0600669482880771,3.1152809473518865,0.1334804261675994,42,0.5,1.9565217391304348,0.2826086956521739,0.7195652173913044,start_2025-06-01__topk_3__alloc_score_proportional__exec_overlay,2025-06-01,2026-04-03,3,score_proportional,overlay,spy,,0
Quarterly,0.1534610349720488,0.1871218387613433,0.120747693920884,1.4730324320330963,-0.0600669482880773,3.11522133376776,0.1335295773141906,42,0.5,1.9565217391304348,0.2826086956521739,0.7043478260869563,start_2025-06-01__topk_3__alloc_equal__exec_overlay,2025-06-01,2026-04-03,3,equal,overlay,spy,,0
Quarterly,0.1534610349720488,0.1871218387613433,0.120747693920884,1.4730324320330963,-0.0600669482880773,3.11522133376776,0.1335295773141906,42,0.5,1.9565217391304348,0.2826086956521739,0.7043478260869563,start_2025-06-01__topk_3__alloc_momentum_proportional__exec_overlay,2025-06-01,2026-04-03,3,momentum_proportional,overlay,spy,,0
Monthly,0.1512603866924873,0.1844011671647711,0.3415568886252274,0.6660542770534754,-0.2419040528966944,0.7622905236875878,0.1285889239189338,43,1.319148936170213,2.8085106382978724,0.4468085106382978,0.0851063829787234,start_2025-06-01__topk_5__alloc_equal__exec_pure_topk,2025-06-01,2026-04-03,5,equal,pure_topk,spy,,0
Monthly,0.1512603866924871,0.1844011671647709,0.3415568886252275,0.6660542770534753,-0.2419040528966946,0.7622905236875865,0.1285889239189338,43,1.319148936170213,2.8085106382978724,0.4468085106382978,0.0851063829787234,start_2025-06-01__topk_5__alloc_momentum_proportional__exec_pure_topk,2025-06-01,2026-04-03,5,momentum_proportional,pure_topk,spy,,0
Monthly,0.1435462708273289,0.1748724533470051,0.341020507257861,0.6430015349714711,-0.2419040528966947,0.7229000558402574,0.1369711094842069,43,1.319148936170213,2.8085106382978724,0.4468085106382978,0.1191489361702127,start_2025-06-01__topk_5__alloc_score_proportional__exec_pure_topk,2025-06-01,2026-04-03,5,score_proportional,pure_topk,spy,,0
Monthly,0.1367853157388623,0.1665317529997156,0.2928148795600383,0.6714620124925942,-0.2079293150839288,0.8009056006965471,0.1081850427724571,43,1.0425531914893618,2.25531914893617,0.3617021276595745,0.2680851063829786,start_2025-06-01__topk_4__alloc_equal__exec_pure_topk,2025-06-01,2026-04-03,4,equal,pure_topk,spy,,0
Monthly,0.1367853157388623,0.1665317529997156,0.2928148795600383,0.6714620124925942,-0.2079293150839288,0.8009056006965471,0.1081850427724571,43,1.0425531914893618,2.25531914893617,0.3617021276595745,0.2680851063829786,start_2025-06-01__topk_4__alloc_momentum_proportional__exec_pure_topk,2025-06-01,2026-04-03,4,momentum_proportional,pure_topk,spy,,0
Quarterly,0.1362148771612994,0.1658284836642491,0.1514292215660752,1.0836695341387983,-0.0948028345884111,1.7491933061305365,0.2012611485540162,42,0.8043478260869565,2.4347826086956523,0.4130434782608695,0.6413043478260869,start_2025-06-01__topk_4__alloc_score_proportional__exec_overlay,2025-06-01,2026-04-03,4,score_proportional,overlay,spy,,0
Quarterly,0.1362120246449814,0.1658249670975506,0.1516968910208413,1.0820036595323836,-0.0948028345884108,1.749156212654235,0.2013102997006075,42,0.8043478260869565,2.4347826086956523,0.4130434782608695,0.626086956521739,start_2025-06-01__topk_4__alloc_equal__exec_overlay,2025-06-01,2026-04-03,4,equal,overlay,spy,,0
Quarterly,0.1362120246449814,0.1658249670975506,0.1516968910208413,1.0820036595323836,-0.0948028345884108,1.749156212654235,0.2013102997006075,42,0.8043478260869565,2.4347826086956523,0.4130434782608695,0.626086956521739,start_2025-06-01__topk_4__alloc_momentum_proportional__exec_overlay,2025-06-01,2026-04-03,4,momentum_proportional,overlay,spy,,0
Monthly,0.1356865301976828,0.1651771707344147,0.2393627268039823,0.7560459112742305,-0.1668424604717236,0.9900187893861035,0.0832462252296893,43,0.6595744680851063,1.8297872340425527,0.2553191489361702,0.4510638297872338,start_2025-06-01__topk_3__alloc_equal__exec_pure_topk,2025-06-01,2026-04-03,3,equal,pure_topk,spy,,0
Monthly,0.1356865301976828,0.1651771707344147,0.2393627268039823,0.7560459112742305,-0.1668424604717236,0.9900187893861035,0.0832462252296893,43,0.6595744680851063,1.8297872340425527,0.2553191489361702,0.4510638297872338,start_2025-06-01__topk_3__alloc_momentum_proportional__exec_pure_topk,2025-06-01,2026-04-03,3,momentum_proportional,pure_topk,spy,,0
Monthly,0.1282918402992554,0.1560678784066194,0.2925062527057222,0.6412196240317732,-0.2079293150839292,0.750581409569996,0.112284698509813,43,1.0425531914893618,2.25531914893617,0.3617021276595745,0.2893617021276594,start_2025-06-01__topk_4__alloc_score_proportional__exec_pure_topk,2025-06-01,2026-04-03,4,score_proportional,pure_topk,spy,,0
Monthly,0.1271631979046759,0.1546785941667492,0.239085986008579,0.7189881746369566,-0.1668424604717233,0.9270937010244124,0.0872306977404838,43,0.6595744680851063,1.8297872340425527,0.2553191489361702,0.4723404255319146,start_2025-06-01__topk_3__alloc_score_proportional__exec_pure_topk,2025-06-01,2026-04-03,3,score_proportional,pure_topk,spy,,0
Monthly,0.1256078633581971,0.1527645393254617,0.1195504877724514,1.2422615294178403,-0.0600669482880775,2.543237898366535,0.1493222686444725,43,0.6595744680851063,1.8297872340425527,0.2553191489361702,0.6851063829787233,start_2025-06-01__topk_3__alloc_equal__exec_overlay,2025-06-01,2026-04-03,3,equal,overlay,spy,,0
Monthly,0.1256078633581971,0.1527645393254617,0.1195504877724514,1.2422615294178403,-0.0600669482880775,2.543237898366535,0.1493222686444725,43,0.6595744680851063,1.8297872340425527,0.2553191489361702,0.6851063829787233,start_2025-06-01__topk_3__alloc_momentum_proportional__exec_overlay,2025-06-01,2026-04-03,3,momentum_proportional,overlay,spy,,0
