ticker,last_close,ret_6m,realized_vol20,atr15,above_ema10,above_sma200,sma50_gt_sma200,macd,macd_signal,macd_hist,weekly_macd_hist,breakout_89d,breakout_recent,exit_13d,raw_score,selected,entry_label,model_target_alloc_pct,current_alloc_pct,target_alloc_pct,delta_pct_points,action,rationale
XLE,59.25,0.34644032322129714,0.22640325314742946,1.5088755628128372,False,True,True,1.618860945960428,1.8217422282639641,-0.2028812823035362,1.2326838122762886,False,False,False,11.066720712646072,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
GLDM,92.4800033569336,0.20794156617045045,0.3713264108713068,2.917200215657552,True,True,True,-2.1672668337818806,-2.214682288190333,0.04741545440845263,-1.1481911048967461,False,False,False,11.06375497535995,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
DVYE,34.31999969482422,0.17651823503603725,0.209416151968186,0.6012945091558503,True,True,True,0.01821404089139378,-0.06284446658755408,0.08105850747894786,-0.12398561158110777,False,False,False,11.051324571472474,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
GDXJ,122.19000244140625,0.2513021694998998,0.6790920005899467,7.336000061035156,True,True,True,-4.639256660975931,-5.792519902711406,1.1532632417354742,-3.732813075269359,False,False,False,10.938630847907062,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
GDX,94.58999633789062,0.23527788895321944,0.5980757070017269,4.99666748046875,True,True,True,-2.84265447660637,-3.9012843421773375,1.0586298655709676,-2.5856707598260833,False,False,False,10.929678143724772,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
XOP,177.72000122070312,0.33643318808238454,0.29445914130167716,5.5890805519017075,False,True,True,7.369691893673121,8.080832328763874,-0.7111404350907531,5.118616135312596,False,False,False,10.860992282644721,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
XLB,50.40999984741211,0.1478474752909298,0.19781491982150784,0.9841221875656444,True,True,True,-0.19702216687595353,-0.462981512254512,0.2659593453785585,-0.17628523176482802,False,False,False,10.810367589892106,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
AVDV,100.75,0.15105812678345099,0.26047500205627344,2.2240676879882812,True,True,True,-1.1411371412618223,-1.4949208342654499,0.35378369300362755,-1.1054570563136785,False,False,False,10.73384822474371,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
EWW,76.11000061035156,0.16158290004431675,0.3242430392091238,2.0126673380533853,True,True,True,-0.3732575965005793,-0.9263300020306012,0.5530724055300219,-0.9207720566794895,False,False,False,10.721922013475599,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
VYMI,94.91000366210938,0.13659814819213922,0.21599653343310807,1.7011547645759757,True,True,True,-0.5553899393208752,-0.8638031504091717,0.30841321108829645,-0.743152481442543,False,False,False,10.677478662755606,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
IBB,169.42999267578125,0.1429341360941927,0.27805797212064876,3.7716326250456973,True,True,True,-1.0874878609766085,-1.8925727983221656,0.8050849373455571,-2.629795665149685,False,False,False,10.630368416605279,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
VPL,98.44000244140625,0.14683524839510342,0.3296626956396663,2.661998494466146,True,True,True,-1.1114392073313581,-1.2025451516647037,0.09110594433334551,-0.8133223755402259,False,False,False,10.57877112561128,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
EWY,122.87000274658203,0.5341275577974003,0.6841971914793956,6.729332987467448,False,True,True,-2.193789736079438,-1.2410145539480528,-0.9527751821313852,-0.5173066616546542,False,False,False,10.4999999999926,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
